STATENAME,AGENCYNAME,AGENCYID,GEOAGENCYID,STUDENTWHITE,STUDENTAFRICANAMERICAN,STUDENTLATINO,STUDENTASIAN,STUDENTNATIVE,STUDENTMULTIRACIAL,TEACHERWHITE,TEACHERAFRICANAMERICAN,TEACHERLATINO,TEACHERASIAN,TEACHERNATIVE,TEACHERMULTIRACIAL
CALIFORNIA,Oroville Union High School District,629130,629130,1101,74,435,321,149,82,1220,24,85,9,6,22
CALIFORNIA,Scott Valley Unified School District (9-12),606005,606005,NA,NA,NA,NA,NA,NA,659,221,77,49,7,63
CALIFORNIA,Anaheim Union High School District,602630,602630,3187,726,20684,5490,146,731,2017,12,73,41,7,40
CALIFORNIA,Huntington Beach Union High School District,618060,618060,6207,168,4430,4557,227,551,1003,10,48,6,1,15
CALIFORNIA,Petaluma Joint Union High School District,630250,630250,3118,66,1758,192,31,207,506,2,20,10,140,6
CALIFORNIA,San Rafael City High School District,635110,635110,868,38,1397,171,13,32,1220,24,85,9,6,22
CALIFORNIA,Tamalpais Union High School District,638790,638790,3414,110,531,351,14,273,985,12,102,5,4,33
CALIFORNIA,Perris Union High School District,630210,630210,1664,652,7700,404,26,350,908,7,62,10,3,22
CALIFORNIA,El Dorado Union High School District,612070,612070,4794,72,965,385,61,372,955,6,85,5,4,31
CALIFORNIA,Perris Union High School District (9-12),606034,606034,NA,NA,NA,NA,NA,NA,1125,24,278,24,1,29
CALIFORNIA,Wheatland Union High School District,642350,642350,364,25,223,23,9,95,349,3,114,5,4,7
CALIFORNIA,East Side Union High School District,611820,611820,1433,639,13949,10469,68,491,444,6,20,18,1,16
CALIFORNIA,Mountain View-Los Altos Union School District,626310,626310,1713,65,1069,1017,3,234,453,1,61,3,2,14
CALIFORNIA,Fremont Union High School District,614430,614430,1957,98,1634,6602,9,569,310,0,14,1,0,10
CALIFORNIA,Los Gatos-Saratoga Joint Union School District,622800,622800,1715,15,244,1050,2,342,149,0,4,0,0,4
CALIFORNIA,Campbell Union High School District,607230,607230,3148,202,2684,1368,31,377,169,0,9,3,0,1
CALIFORNIA,Taft Union High School District,638730,638730,520,8,454,14,18,20,688,3,57,4,0,19
CALIFORNIA,Wasco Union High School District,641430,641430,102,29,1712,6,1,5,88,5,8,2,0,4
CALIFORNIA,Le Grand Union High School District,621270,621270,31,4,432,3,6,27,356,1,19,1,0,3
CALIFORNIA,Merced Union High School District,624660,624660,1724,426,6962,1062,56,147,9,0,23,0,400,67
CALIFORNIA,Healdsburg Unified School District (7-12),606038,606038,NA,NA,NA,NA,NA,NA,230,0,25,0,0,8
CALIFORNIA,Corning Union High School District,609810,609810,348,6,516,8,11,53,311,61,43,45,1,25
CALIFORNIA,Red Bluff Joint Union High School District,632010,632010,1015,20,466,25,53,51,591,102,47,64,2,41
CALIFORNIA,Fullerton Joint Union High School District,614760,614760,2387,313,7787,3124,29,343,161,0,31,0,0,3
CALIFORNIA,Chaffey Joint Union High School District,608160,608160,4043,1919,15213,2048,93,578,484,3,78,0,2,8
CALIFORNIA,Trinity Alps Unified School District (9-12),606006,606006,NA,NA,NA,NA,NA,NA,519,360,68,62,5,44
CALIFORNIA,Hamilton Unified School District (9-12),606025,606025,NA,NA,NA,NA,NA,NA,1487,32,197,16,2,40
CALIFORNIA,Twin Rivers Unified School District (9-12),606003,606003,NA,NA,NA,NA,NA,NA,1005,10,69,26,4,34
CALIFORNIA,Twin Rivers Unified School District (7-12),606004,606004,NA,NA,NA,NA,NA,NA,1412,20,534,23,3,47
CALIFORNIA,West Sonoma County Union High School District,602670,602670,1374,25,405,68,17,55,73,5,28,0,1,1
CALIFORNIA,Santa Rosa High School District,635830,635830,4098,252,5362,794,93,664,98,4,10,1,1,3
CALIFORNIA,Lassen Union High School District,621060,621060,562,19,123,40,60,2,401,2,14,22,0,10
CALIFORNIA,Woodlake Unified School District (9-12),606026,606026,NA,NA,NA,NA,NA,NA,448,7,26,41,0,6
CALIFORNIA,Exeter Unified School District (9-12),606028,606028,NA,NA,NA,NA,NA,NA,301,1,6,4,0,29
CALIFORNIA,Santa Maria Joint Union High School District,635670,635670,780,80,6599,259,23,117,805,4,29,9,1,12
CALIFORNIA,Santa Ynez Valley Union High School District,635850,635850,492,2,408,5,10,39,360,0,5,6,0,2
CALIFORNIA,Dunsmuir Joint Union High School District,611700,611700,39,2,15,0,3,6,488,1,21,8,33,12
CALIFORNIA,Kingsburg Joint Union High School District,619830,619830,383,7,703,37,6,24,73,0,12,2,0,3
CALIFORNIA,San Benito High School District,634140,634140,765,12,2149,73,6,38,228,3,30,8,0,12
CALIFORNIA,Northern Humboldt Union High School District,603030,603030,1202,13,184,37,90,213,625,9,18,6,3,4
CALIFORNIA,Fortuna Union High School District,614190,614190,664,4,272,22,47,96,374,5,37,4,1,8
CALIFORNIA,Centinela Valley Union High School District,607920,607920,237,1242,5527,318,14,234,162,2,5,0,1,3
CALIFORNIA,William S. Hart Union High School District,642510,642510,10403,1279,10650,2893,83,1514,166,1,1,2,0,7
CALIFORNIA,Chowchilla Union High School District,608550,608550,370,21,642,23,9,8,369,2,13,4,0,7
CALIFORNIA,Gonzales Unified School District (9-12),606053,606053,NA,NA,NA,NA,NA,NA,826,21,93,11,2,16
CALIFORNIA,Modesto City High School District,625150,625150,4067,537,8547,1083,57,1097,214,1,56,3,0,4
CALIFORNIA,Washington Unified School District (9-12),606018,606018,NA,NA,NA,NA,NA,NA,424,5,29,3,1,16
CALIFORNIA,Dinuba Unified School District (9-12),606016,606016,NA,NA,NA,NA,NA,NA,296,3,51,2,0,14
CALIFORNIA,Jefferson Union High School District,618930,618930,750,99,1367,2231,11,404,729,12,51,10,4,11
CALIFORNIA,Victor Valley Union High School District,636972,636972,2113,2480,8020,453,158,819,303,7,154,8,6,14
CALIFORNIA,Santa Barbara Unified School District (7-12),606019,606019,NA,NA,NA,NA,NA,NA,1386,13,74,19,2,41
CALIFORNIA,Galt Joint Union High School District,614820,614820,758,34,1243,35,7,114,152,1,8,3,0,5
CALIFORNIA,Nevada Joint Union High School District,626880,626880,2337,23,320,52,41,89,472,2,20,2,1,18
CALIFORNIA,Escondido Union High School District,612910,612910,2592,214,6028,515,25,204,421,6,14,10,54,23
CALIFORNIA,Fallbrook Union High School District,613530,613530,655,44,1453,42,25,45,425,2,31,2,0,12
CALIFORNIA,Grossmont Union High School District,616230,616230,9249,1477,8403,927,136,1517,678,4,14,3,0,14
CALIFORNIA,Julian Union High School District,619110,619110,84,0,43,1,11,11,627,3,20,4,1,11
CALIFORNIA,San Dieguito Union High School District,634380,634380,8485,98,1730,2253,43,342,353,0,30,0,0,6
CALIFORNIA,Sweetwater Union High School District,638640,638640,2322,1057,31293,4035,61,1903,487,6,95,4,9,5
CALIFORNIA,Delano Joint Union High School District,610860,610860,57,23,3628,495,3,18,565,1,9,2,8,11
CALIFORNIA,Tulare Joint Union High School District,639930,639930,1071,175,4060,93,34,53,1860,34,99,98,7,63
CALIFORNIA,Porterville Unified School District (9-12),606107,606107,NA,NA,NA,NA,NA,NA,2586,100,210,115,95,233
CALIFORNIA,Acalanes Union High School District,601650,601650,3649,95,508,867,9,402,5502,133,178,149,53,158
CALIFORNIA,Liberty Union High School District,621600,621600,3491,750,2781,826,36,315,408,7,33,3,1,17
CALIFORNIA,Central Union High School District,608010,608010,159,37,3871,42,5,5,3044,123,190,130,6,155
CALIFORNIA,Lammersville Joint Unified School District (9-12),606020,606020,NA,NA,NA,NA,NA,NA,1068,7,27,0,6,18
CALIFORNIA,Antelope Valley Union Joint High School District,602820,602820,3260,4209,14653,674,77,1032,461,6,50,1,2,13
CALIFORNIA,Alhambra Unified School District (9-12),606037,606037,NA,NA,NA,NA,NA,NA,1392,8,57,15,10,36
CALIFORNIA,El Monte Union High School District,612120,612120,123,29,6934,1917,7,23,412,6,6,4,0,12
CALIFORNIA,Whittier Union High School District,642480,642480,990,108,10674,275,21,52,2844,248,191,288,1,142
CALIFORNIA,Santa Paula Unified School District (9-12),606022,606022,NA,NA,NA,NA,NA,NA,2374,57,350,23,22,76
CALIFORNIA,Bret Harte Union High School District,605940,605940,497,0,138,13,10,38,534,1,129,1,1,19
CALIFORNIA,East Nicolaus Joint Union High School District,611780,611780,210,3,75,13,4,10,1231,20,91,12,1,21
CALIFORNIA,Sutter Union High School District,638610,638610,492,4,198,22,17,43,927,18,68,4,5,7
CALIFORNIA,San Mateo Union High School District,634980,634980,2634,87,2847,2740,19,777,1672,32,108,10,2,25
CALIFORNIA,Sequoia Union High School District,636390,636390,3515,255,4578,1117,35,411,3121,34,148,75,2,90
CALIFORNIA,South Monterey County Joint Union High School District,619650,619650,115,10,2102,14,10,22,2642,104,173,55,5,138
CALIFORNIA,Salinas Union High School District,633980,633980,1297,136,12949,563,21,74,2593,1549,2240,55,52,454
CALIFORNIA,Hanford Joint Union High School District,616500,616500,996,194,2435,116,17,41,1621,22,159,6,1,53
CALIFORNIA,Lemoore Union High School District,621400,621400,573,130,1208,165,73,35,7527,575,1283,222,38,661
CALIFORNIA,Placer Union High School District,630750,630750,3101,26,559,52,47,289,658,4,18,3,3,13
CALIFORNIA,Roseville Joint Union High School District,633630,633630,6074,403,1846,1298,47,536,427,4,8,6,10,4
CALIFORNIA,Turlock Unified School District (9-12),606013,606013,NA,NA,NA,NA,NA,NA,2701,98,622,24,18,113
CALIFORNIA,Bishop Unified School District (9-12),606021,606021,NA,NA,NA,NA,NA,NA,603,10,65,5,3,31
CALIFORNIA,Siskiyou Union High School District,636940,636940,337,14,102,22,33,47,660,7,71,6,2,21
CALIFORNIA,Yreka Union High School District,643410,643410,424,5,98,8,36,63,2263,55,423,37,6,13
CALIFORNIA,Yosemite Unified School District (9-12),606001,606001,NA,NA,NA,NA,NA,NA,1809,12,80,8,231,140
CALIFORNIA,Santa Cruz City High School District,635600,635600,2415,58,1706,181,21,201,363,12,339,3,1,5
CALIFORNIA,Shasta Union High School District,636600,636600,4009,103,776,326,198,319,669,5,26,1,0,17
CALIFORNIA,Tracy Unified School District (9-12),606031,606031,NA,NA,NA,NA,NA,NA,853,15,49,9,12,0
CALIFORNIA,Kern High School District,619540,619540,8464,2279,25271,1584,248,859,309,3,15,2,0,7
CALIFORNIA,Point Arena Joint Union High School District,631230,631230,59,0,76,1,11,1,577,2,21,3,6,14
CALIFORNIA,Brawley Union High School District,605820,605820,152,21,1650,17,1,5,2807,30,93,246,7,131
CALIFORNIA,Santa Cruz City High School District (9-12),606015,606015,NA,NA,NA,NA,NA,NA,691,5,14,1,0,12
CALIFORNIA,Anderson Union High School District,602700,602700,1274,30,293,59,104,52,1043,132,94,18,9,39
CALIFORNIA,Oxnard Union High School District,629270,629270,2457,288,13287,1018,24,327,1167,16,12,6,10,8
CALIFORNIA,Sonora Union High School District,637260,637260,769,10,211,21,16,41,382,4,10,1,0,2
CALIFORNIA,Summerville Union High School District,638280,638280,791,16,159,11,44,35,793,8,13,4,11,5
CALIFORNIA,Oakdale Joint Unified School District (9-12),699013,699013,NA,NA,NA,NA,NA,NA,1154,53,184,18,1,82
CALIFORNIA,Hughson Unified School District (9-12),699012,699012,NA,NA,NA,NA,NA,NA,3508,69,209,60,3,135
CALIFORNIA,Riverdale Joint Unified School District (9-12),699003,699003,NA,NA,NA,NA,NA,NA,702,9,31,2,3,20
CALIFORNIA,Sierra Unified School District (9-12),699004,699004,NA,NA,NA,NA,NA,NA,471,5,24,0,1,15
CALIFORNIA,Orland Joint Unified School District (9-12),699005,699005,NA,NA,NA,NA,NA,NA,613,7,12,3,1,15
CALIFORNIA,Upper Lake Unified School District (9-12),699008,699008,NA,NA,NA,NA,NA,NA,1434,2,61,13,46,50
CALIFORNIA,Santa Cruz City High School District (6-12),699011,699011,NA,NA,NA,NA,NA,NA,1359,34,115,36,9,19
CALIFORNIA,Nevada Joint Union High School District (9-12),699014,699014,NA,NA,NA,NA,NA,NA,3511,17,180,48,9,70
CALIFORNIA,Gridley Unified School District (9-12),699001,699001,NA,NA,NA,NA,NA,NA,4815,342,269,665,53,606
CALIFORNIA,Eureka City Unified School District (9-12),699007,699007,NA,NA,NA,NA,NA,NA,3363,35,67,314,12,101
CALIFORNIA,Eureka City Unified School District (7-12),699006,699006,NA,NA,NA,NA,NA,NA,593,3,9,6,6,0
CALIFORNIA,Coast Unified School District (9-12),699009,699009,NA,NA,NA,NA,NA,NA,4602,95,244,755,25,157
CALIFORNIA,Paso Robles Joint Unified School District (9-12),699010,699010,NA,NA,NA,NA,NA,NA,5642,205,463,1598,64,433
CALIFORNIA,Caruthers Unified School District (9-12),699002,699002,NA,NA,NA,NA,NA,NA,559,3,13,2,2,8
CALIFORNIA,Three Rivers Union Elementary School District,639210,639210,88,0,31,5,1,15,678,5,27,40,0,14
CALIFORNIA,Richgrove Elementary School District,632430,632430,7,0,597,16,3,0,2438,59,109,373,14,174
CALIFORNIA,Tipton Elementary School District,639300,639300,12,3,509,6,1,33,1064,4,28,6,0,37
CALIFORNIA,Sequoia Union Elementary School District,636360,636360,212,0,108,3,2,8,2072,27,136,15,39,75
CALIFORNIA,Kings River Union Elementary School District,619740,619740,33,1,416,3,0,2,299,2,5,0,20,6
CALIFORNIA,Sunnyside Union Elementary School District,638430,638430,33,0,321,1,0,0,663,1,26,23,1,3
CALIFORNIA,Tulare City Elementary School District,639870,639870,1533,285,7411,211,30,95,887,1,43,1,0,17
CALIFORNIA,Strathmore Union Elementary School District,638130,638130,76,1,719,3,16,2,820,8,15,9,9,11
CALIFORNIA,Stone Corral Elementary School District,638040,638040,123,9,568,14,4,24,585,7,26,3,2,2
CALIFORNIA,Capay Joint Union Elementary School District,607410,607410,104,0,82,1,0,5,516,8,714,1,2,6
CALIFORNIA,Lake Elementary School District,620610,620610,118,1,48,0,1,1,145,0,0,1,0,2
CALIFORNIA,Plaza Elementary School District,630870,630870,126,0,60,2,2,10,658,9,72,10,6,12
CALIFORNIA,Mother Lode Union Elementary School District,625980,625980,633,8,370,9,29,36,727,11,23,16,11,34
CALIFORNIA,Rescue Union Elementary School District,632310,632310,2674,41,580,244,9,172,450,10,40,1,2,1
CALIFORNIA,Gold Trail Union Elementary School District,615450,615450,564,6,77,7,11,20,655,2,36,6,3,26
CALIFORNIA,Silver Fork Elementary School District,636810,636810,10,0,1,0,0,0,1916,41,47,11,15,17
CALIFORNIA,Buckeye Union Elementary School District,606270,606270,3599,47,742,469,14,345,433,1,7,2,7,7
CALIFORNIA,Placerville Union Elementary School District,630780,630780,816,5,377,13,13,69,4961,215,405,1026,21,284
CALIFORNIA,Pollock Pines Elementary School District,631290,631290,525,8,107,14,7,26,3017,294,184,293,13,217
CALIFORNIA,Gold Oak Union Elementary School District,615390,615390,405,7,48,2,8,6,3891,122,268,298,12,153
CALIFORNIA,Latrobe Elementary School District,621180,621180,111,0,16,4,2,10,4483,17,235,42,6,133
CALIFORNIA,Pioneer Union Elementary School District,630480,630480,200,1,56,4,2,40,4775,46,305,73,11,166
CALIFORNIA,Indian Diggings Elementary School District,618240,618240,12,0,3,0,0,2,4846,1012,2278,313,90,633
CALIFORNIA,Camino Union Elementary School District,607170,607170,292,0,154,1,12,44,485,1,59,4,2,12
CALIFORNIA,Ross Valley Elementary School District,600006,600006,1782,22,210,86,8,125,4,0,48,0,773,14
CALIFORNIA,Bolinas-Stinson Union Elementary School District,605520,605520,52,1,20,2,0,10,353,0,5,1,2,5
CALIFORNIA,Dixie Elementary School District,611220,611220,1307,36,290,212,3,134,836,8,84,4,43,15
CALIFORNIA,Kentfield Elementary School District,619380,619380,853,12,140,63,2,187,485,2,18,2,1,13
CALIFORNIA,Laguna Joint Elementary School District,620430,620430,1,0,8,0,0,8,189,0,0,0,0,0
CALIFORNIA,Lagunitas Elementary School District,620520,620520,204,4,30,8,0,16,912,17,20,4,0,14
CALIFORNIA,Larkspur Elementary School District,620910,620910,1078,7,180,74,2,182,1036,18,21,5,7,6
CALIFORNIA,Lincoln Elementary School District,621660,621660,9,0,1,0,0,2,389,2,16,2,13,13
CALIFORNIA,Mill Valley Elementary School District,624870,624870,2415,22,238,152,7,294,311,0,5,0,0,11
CALIFORNIA,Nicasio Elementary School District,627300,627300,27,0,13,3,0,0,1487,17,96,5,7,51
CALIFORNIA,Earlimart Elementary School District,611760,611760,13,5,1861,38,0,22,282,2,12,2,2,13
CALIFORNIA,Pixley Union Elementary School District,630630,630630,39,21,1038,6,2,0,1054,5,28,10,25,40
CALIFORNIA,Ducor Union Elementary School District,611550,611550,5,0,162,0,1,0,708,10,35,4,25,9
CALIFORNIA,Columbine Elementary School District,609510,609510,12,2,175,12,0,6,11572,4772,5734,2440,80,2401
CALIFORNIA,Woodville Elementary School District,643170,643170,9,0,426,1,0,0,5331,792,723,752,19,617
CALIFORNIA,Terra Bella Union Elementary School District,639060,639060,24,3,875,8,2,2,3733,59,184,81,1,123
CALIFORNIA,Outside Creek Elementary School District,629160,629160,27,0,83,1,0,1,843,2,74,6,7,11
CALIFORNIA,Springville Union Elementary School District,637770,637770,234,0,65,7,10,1,222,0,2,0,0,0
CALIFORNIA,Rockford Elementary School District,633270,633270,165,2,180,13,3,7,3131,48,50,28,13,44
CALIFORNIA,Hot Springs Elementary School District,617640,617640,11,0,4,0,0,3,2288,23,123,11,13,33
CALIFORNIA,Penn Valley Union Elementary School District,601427,601427,472,4,67,8,12,37,673,31,23,5,0,37
CALIFORNIA,Fortuna Elementary School District,601420,601420,745,8,474,13,39,98,2295,24,87,22,3,72
CALIFORNIA,Mountain House Elementary School District,626130,626130,8,0,6,0,2,0,1163,19,76,22,8,52
CALIFORNIA,Mark Twain Union Elementary School District,623970,623970,580,8,170,13,19,43,4712,87,149,125,13,82
CALIFORNIA,Vallecito Union Elementary School District,640680,640680,440,1,100,7,8,36,1717,19,112,18,501,170
CALIFORNIA,Reed Union Elementary School District,632160,632160,1227,11,59,114,2,117,1475,34,87,38,7,35
CALIFORNIA,Ross Elementary School District,633660,633660,341,0,24,7,1,10,3255,156,184,213,8,135
CALIFORNIA,San Rafael City Elementary School District,635090,635090,1269,46,3194,194,15,40,630,4,26,1,0,12
CALIFORNIA,Sausalito Elementary School District,636000,636000,176,119,154,58,2,49,228,2,13,3,1,3
CALIFORNIA,El Monte City School District,612090,612090,124,22,6776,1531,0,0,350,5,5,0,7,2
CALIFORNIA,Garvey Elementary School District,614940,614940,73,20,1861,2796,5,50,220,4,5,0,2,5
CALIFORNIA,Hermosa Beach City Elementary School District,617040,617040,1011,8,150,76,5,128,520,6,6,1,0,2
CALIFORNIA,Rosemead Elementary School District,633570,633570,48,4,1016,1307,3,133,359,7,6,0,0,4
CALIFORNIA,Lawndale Elementary School District,621210,621210,271,596,4599,357,6,199,645,5,147,5,1,4
CALIFORNIA,Alpine Union Elementary School District,602100,602100,1111,37,400,42,81,74,697,2,229,5,5,10
CALIFORNIA,Cajon Valley Union Elementary School District,606810,606810,8086,1025,6065,587,34,1127,361,5,16,0,3,5
CALIFORNIA,Cardiff Elementary School District,607470,607470,513,1,132,9,0,49,792,6,61,4,0,50
CALIFORNIA,Chula Vista Elementary School District,608610,608610,3268,1073,21148,3504,47,1013,2070,33,222,13,0,67
CALIFORNIA,Dehesa Elementary School District,610710,610710,2971,306,2050,349,51,595,899,17,20,7,2,21
CALIFORNIA,Del Mar Union Elementary School District,610740,610740,2230,33,467,1384,6,293,287,0,17,3,0,3
CALIFORNIA,Encinitas Union Elementary School District,612750,612750,3598,50,1161,259,22,223,4168,141,89,58,140,161
CALIFORNIA,Escondido Union Elementary School District,612880,612880,3636,276,13482,781,39,751,537,5,29,2,56,57
CALIFORNIA,Fallbrook Union Elementary School District,613500,613500,1546,169,3053,71,6,161,252,2,1,1,3,7
CALIFORNIA,Jamul-Dulzura Union Elementary School District,618730,618730,358,13,409,16,5,42,799,10,18,12,3,10
CALIFORNIA,Julian Union Elementary School District,619140,619140,2185,127,1410,153,83,409,1706,21,64,15,3,35
CALIFORNIA,La Mesa-Spring Valley School District,620250,620250,3414,1153,6010,727,32,953,2029,21,138,27,7,62
CALIFORNIA,Lakeside Union Elementary School District,620790,620790,3569,196,1932,211,110,295,1451,6,65,6,7,36
CALIFORNIA,Lemon Grove Elementary School District,621330,621330,377,602,2302,242,26,248,1803,19,91,3,4,8
CALIFORNIA,National Elementary School District,626670,626670,137,93,4941,617,6,134,936,23,79,20,7,35
CALIFORNIA,Rancho Santa Fe Elementary School District,631740,631740,468,5,72,45,2,49,2299,75,130,38,10,70
CALIFORNIA,San Pasqual Union Elementary School District,635040,635040,341,10,146,14,1,41,2904,72,606,29,10,114
CALIFORNIA,San Ysidro Elementary School District,635220,635220,72,107,4366,209,1,60,377,0,24,5,2,11
CALIFORNIA,Santee School District,635880,635880,3759,107,1896,244,30,725,1022,6,64,10,2,20
CALIFORNIA,Romoland Elementary School District,633390,633390,828,191,2607,159,8,39,800,4,13,0,5,12
CALIFORNIA,Nuview Union Elementary School District,627780,627780,433,311,2084,55,12,77,10913,3158,6179,323,48,1204
CALIFORNIA,Menifee Union School District,624540,624540,4481,720,5065,754,55,601,909,16,12,7,18,30
CALIFORNIA,Perris Elementary School District,630180,630180,212,450,5231,58,8,4,1413,13,48,11,10,36
CALIFORNIA,East Whittier City Elementary School District,611850,611850,984,69,7431,241,11,93,1547,16,67,18,7,43
CALIFORNIA,Lowell Joint Elementary School District,623010,623010,785,50,2114,129,3,72,1436,22,69,14,12,21
CALIFORNIA,South Whittier Elementary School District,637560,637560,89,19,2753,49,4,4,3044,45,120,38,9,88
CALIFORNIA,Los Nietos Elementary School District,622890,622890,32,8,1567,16,2,20,1594,5,47,8,1,50
CALIFORNIA,Whittier City Elementary School District,642450,642450,230,40,5574,54,12,165,4470,40,230,70,12,83
CALIFORNIA,Little Lake City Elementary School District,621930,621930,197,78,4031,99,11,38,2522,43,420,36,5,77
CALIFORNIA,Hawthorne Elementary School District,616680,616680,194,1743,6117,433,26,60,255,2,26,1,0,1
CALIFORNIA,Mountain View Elementary School District,626190,626190,1,14,6628,371,3,35,803,6,30,7,0,28
CALIFORNIA,Valle Lindo Elementary School District,640650,640650,10,0,1054,52,0,1,1510,13,42,17,2,23
CALIFORNIA,Eastside Union Elementary School District,611910,611910,285,768,2166,65,9,104,1379,26,121,3,14,13
CALIFORNIA,Newhall Elementary School District,627180,627180,2071,153,3223,846,21,392,1715,25,140,7,6,41
CALIFORNIA,Keppel Union Elementary School District,619440,619440,379,135,2056,8,6,44,922,12,65,6,1,16
CALIFORNIA,Saugus Union Elementary School District,635970,635970,4654,368,3190,1403,24,261,498,11,27,1,2,9
CALIFORNIA,Sulphur Springs Union Elementary School District,638220,638220,1425,291,2909,515,15,215,588,7,188,10,1,21
CALIFORNIA,Palmdale Elementary School District,629580,629580,1458,3367,16785,364,168,270,3573,38,199,107,18,116
CALIFORNIA,Westside Union Elementary School District,642120,642120,3206,986,4167,413,20,510,255,7,4,4,8,0
CALIFORNIA,Gorman Elementary School District,615600,615600,1248,99,796,115,9,224,155,0,15,2,121,39
CALIFORNIA,Wilsona Elementary School District,642810,642810,205,145,896,4,15,50,8676,282,564,1054,62,536
CALIFORNIA,Hughes-Elizabeth Lakes Union Elementary School District,617880,617880,132,2,57,1,1,9,1348,25,79,30,6,92
CALIFORNIA,Mount Baldy Joint Elementary School District,626340,626340,56,3,37,5,1,4,794,9,7,9,1,2
CALIFORNIA,Round Valley Joint Elementary School District,633690,633690,99,0,22,3,7,7,325,6,22,5,10,8
CALIFORNIA,Janesville Union Elementary School District,618780,618780,280,1,38,3,7,14,3005,28,137,30,12,50
CALIFORNIA,Johnstonville Elementary School District,619050,619050,159,0,31,1,2,13,329,1,13,2,0,4
CALIFORNIA,Bayshore Elementary School District,604200,604200,10,15,158,171,0,14,1408,22,142,12,2,42
CALIFORNIA,Belmont-Redwood Shores Elementary School District,604530,604530,1797,71,500,1320,6,536,328,4,48,3,2,5
CALIFORNIA,Brisbane Elementary School District,606060,606060,134,8,148,137,0,37,637,5,35,2,6,11
CALIFORNIA,Burlingame Elementary School District,606480,606480,1775,22,506,805,6,296,1295,11,254,14,0,44
CALIFORNIA,Hillsborough City Elementary School District,617190,617190,864,4,52,415,5,143,253,5,13,6,0,7
CALIFORNIA,Jefferson Elementary School District,618870,618870,729,152,2474,3297,15,372,1202,32,45,8,405,37
CALIFORNIA,Pacifica School District,620460,620460,1303,41,803,555,8,440,525,4,73,1,2,7
CALIFORNIA,Las Lomitas Elementary School District,622380,622380,654,17,138,198,2,377,1126,11,26,3,3,16
CALIFORNIA,Menlo Park City Elementary School District,624570,624570,1786,35,460,357,4,357,5822,110,476,513,25,257
CALIFORNIA,Millbrae Elementary School District,624900,624900,504,22,464,1271,3,168,927,27,164,5,3,14
CALIFORNIA,Portola Valley Elementary School District,631470,631470,433,8,91,38,0,57,1294,52,549,45,5,47
CALIFORNIA,Ravenswood City Elementary School District,631860,631860,23,255,3209,316,4,46,2736,42,485,38,7,74
CALIFORNIA,Redwood City Elementary School District,632130,632130,1717,91,6467,422,7,283,689,2,97,3,2,9
CALIFORNIA,San Bruno Park Elementary School District,634230,634230,571,48,1033,770,3,244,990,52,1145,23,6,24
CALIFORNIA,San Carlos Elementary School District,634290,634290,2061,33,521,472,2,427,609,9,69,19,0,0
CALIFORNIA,Arvin Union School District,603270,603270,95,16,2902,7,5,3,3855,67,186,98,23,168
CALIFORNIA,Bakersfield City School District,603630,603630,2899,2422,23959,405,150,537,9813,2092,5832,1483,757,1172
CALIFORNIA,Beardsley Elementary School District,604260,604260,923,58,690,6,7,126,964,26,88,15,7,44
CALIFORNIA,Belridge Elementary School District,604560,604560,0,0,32,0,0,0,526,3,53,8,0,4
CALIFORNIA,Blake Elementary School District,605250,605250,7,0,4,0,0,0,65,4,2,8,0,1
CALIFORNIA,Panama-Buena Vista School District,606390,606390,3840,1640,10176,1755,66,423,276,3,9,2,3,9
CALIFORNIA,Buttonwillow Union Elementary School District,606720,606720,27,3,339,3,1,1,591,0,14,2,24,26
CALIFORNIA,Caliente Union Elementary School District,606960,606960,43,0,5,0,0,3,471,9,61,2,2,4
CALIFORNIA,Delano Union Elementary School District,610890,610890,100,25,6488,716,12,46,1163,9,19,14,3,27
