STATENAME,AGENCYNAME,AGENCYID,GEOAGENCYID,STUDENTWHITE,STUDENTAFRICANAMERICAN,STUDENTLATINO,STUDENTASIAN,STUDENTNATIVE,STUDENTMULTIRACIAL,TEACHERWHITE,TEACHERAFRICANAMERICAN,TEACHERLATINO,TEACHERASIAN,TEACHERNATIVE,TEACHERMULTIRACIAL
CALIFORNIA,Di Giorgio Elementary School District,611130,611130,10,0,219,0,0,0,1619,3,58,1,23,46
CALIFORNIA,Edison Elementary School District,611940,611940,125,20,872,5,11,26,349,1,9,0,13,10
CALIFORNIA,Elk Hills Elementary School District,612360,612360,156,4,20,0,1,4,443,4,40,2,9,26
CALIFORNIA,Ravendale-Termo Elementary School District,631830,631830,480,9,93,6,22,50,571,2,6,0,1,3
CALIFORNIA,Richmond Elementary School District,632520,632520,183,0,19,1,1,12,455,6,21,6,5,1
CALIFORNIA,Shaffer Union Elementary School District,636420,636420,103,0,58,3,9,7,439,2,186,6,0,2
CALIFORNIA,Susanville Elementary School District,638550,638550,604,15,261,75,53,88,4366,90,231,233,62,118
CALIFORNIA,Jefferson Elementary School District,618840,618840,771,108,873,432,7,126,279,1,4,3,5,3
CALIFORNIA,New Hope Elementary School District,626970,626970,15,8,170,3,0,3,2359,24,295,29,8,60
CALIFORNIA,New Jerusalem Elementary School District,627030,627030,1373,574,1823,428,41,349,424,2,6,5,0,6
CALIFORNIA,Oak View Union Elementary School District,627930,627930,193,1,178,13,1,16,1166,18,37,9,2,28
CALIFORNIA,Valley Home Joint Elementary School District,640800,640800,92,2,74,2,0,5,2454,35,264,37,101,101
CALIFORNIA,Banta Elementary School District,603870,603870,169,23,357,181,0,40,583,3,11,3,2,6
CALIFORNIA,Galt Joint Union Elementary School District,614790,614790,1217,47,2129,145,11,67,1046,12,15,5,8,19
CALIFORNIA,San Mateo-Foster City Elementary School District,634920,634920,3091,132,4097,3677,12,961,861,3,70,4,5,22
CALIFORNIA,Woodside Elementary School District,643140,643140,283,9,45,22,0,41,330,3,55,0,2,7
CALIFORNIA,Fairfax Elementary School District,613290,613290,128,81,2370,62,6,52,11566,773,1639,1896,106,386
CALIFORNIA,Fruitvale Elementary School District,614700,614700,1563,98,1220,149,30,151,697,13,92,1,2,11
CALIFORNIA,General Shafter Elementary School District,615000,615000,14,0,130,2,0,0,291,0,9,2,0,2
CALIFORNIA,Greenfield Union School District,616050,616050,622,659,7722,213,30,115,369,4,20,1,0,5
CALIFORNIA,Kernville Union Elementary School District,619590,619590,677,10,145,9,32,8,407,4,1,0,0,1
CALIFORNIA,Lakeside Union School District,620730,620730,333,83,798,104,9,47,5686,475,1912,1665,37,453
CALIFORNIA,Lamont Elementary School District,620850,620850,43,4,3012,9,0,7,943,6,82,18,5,8
CALIFORNIA,Richland Union School District,621450,621450,155,11,3258,39,1,2,1206,10,72,9,1,28
CALIFORNIA,Lost Hills Union Elementary School District,622950,622950,1,2,560,2,0,2,389,2,23,3,0,18
CALIFORNIA,Maple Elementary School District,623760,623760,95,0,196,1,0,0,655,0,27,56,0,24
CALIFORNIA,McKittrick Elementary School District,624330,624330,61,0,13,0,1,2,1589,8,33,3,5,40
CALIFORNIA,Alvina Elementary School District,602370,602370,24,0,154,2,2,0,747,1,2,2,2,7
CALIFORNIA,Big Creek Elementary School District,604860,604860,39,0,15,0,0,1,577,2,27,3,8,15
CALIFORNIA,Burrel Union Elementary School District,606540,606540,9,0,100,3,0,0,882,4,26,2,1,19
CALIFORNIA,Clay Joint Elementary School District,608850,608850,154,0,67,9,0,14,2276,149,683,139,20,250
CALIFORNIA,Kingsburg Elementary Charter School District,619800,619800,724,7,1368,60,4,68,873,9,88,10,1,22
CALIFORNIA,Bella Vista Elementary School District,604350,604350,275,7,39,12,17,11,337,1,4,0,3,4
CALIFORNIA,Black Butte Union Elementary School District,605220,605220,162,2,22,4,12,11,274,3,6,1,0,12
CALIFORNIA,Cascade Union Elementary School District,607680,607680,635,20,244,78,70,33,1984,12,116,38,13,91
CALIFORNIA,Castle Rock Union Elementary School District,607770,607770,30,2,9,0,3,6,633,2,62,5,2,5
CALIFORNIA,Columbia Elementary School District,609450,609450,989,7,153,40,31,143,1673,14,52,17,10,44
CALIFORNIA,Cottonwood Union Elementary School District,609990,609990,805,8,155,26,41,56,749,6,29,4,0,18
CALIFORNIA,Enterprise Elementary School District,612810,612810,2228,74,640,278,92,474,2147,57,189,31,17,51
CALIFORNIA,French Gulch-Whiskeytown Elementary School District,614490,614490,18,0,5,0,0,8,381,0,28,3,0,4
CALIFORNIA,Grant Elementary School District,615690,615690,486,3,71,17,11,49,1885,10,41,13,9,40
CALIFORNIA,Monroe Elementary School District,625290,625290,4,0,159,7,0,0,986,2,75,8,55,53
CALIFORNIA,Monson-Sultana Joint Union Elementary School District,625350,625350,35,0,401,2,0,2,1100,48,175,26,2,4
CALIFORNIA,Orange Center Elementary School District,628530,628530,225,53,417,80,13,44,488,5,2,3,2,2
CALIFORNIA,Pacific Union Elementary School District,629400,629400,42,5,333,14,3,2,8851,40202,19881,5234,480,1558
CALIFORNIA,Pine Ridge Elementary School District,630390,630390,88,0,8,0,0,0,4601,1181,465,305,24,505
CALIFORNIA,Raisin City Elementary School District,631680,631680,47,43,566,19,4,14,129,2,6,2,0,6
CALIFORNIA,Washington Colony Elementary School District,641460,641460,36,4,378,6,1,3,771,5,38,8,0,12
CALIFORNIA,Big Springs Union Elementary School District,604980,604980,121,1,34,5,3,15,319,0,4,1,0,0
CALIFORNIA,Happy Valley Union Elementary School District,616570,616570,330,3,85,30,33,19,987,5,45,6,1,24
CALIFORNIA,"Igo, Ono, Platina Union Elementary School District",618160,618160,23,4,6,5,1,0,1977,21,121,19,8,40
CALIFORNIA,Indian Springs Elementary School District,618270,618270,9,0,2,0,0,0,2069,24,199,18,6,30
CALIFORNIA,Junction Elementary School District,619200,619200,227,1,32,2,9,8,1123,9,152,12,25,24
CALIFORNIA,Millville Elementary School District,624930,624930,218,0,13,2,2,16,451,3,31,1,1,13
CALIFORNIA,Mountain Union Elementary School District,627040,627040,30,1,27,0,13,5,NA,NA,NA,NA,NA,NA
CALIFORNIA,North Cow Creek Elementary School District,627510,627510,214,2,17,4,7,19,683,1,19,1,0,33
CALIFORNIA,Oak Run Elementary School District,627870,627870,54,0,1,0,1,8,105,2,0,3,1,0
CALIFORNIA,Pacheco Union Elementary School District,629280,629280,462,2,86,18,19,26,435,8,6,2,0,3
CALIFORNIA,Redding Elementary School District,632040,632040,2241,61,484,94,109,230,1498,38,327,16,10,16
CALIFORNIA,Shasta Union Elementary School District,636570,636570,119,2,15,2,12,1,547,2,92,7,1,16
CALIFORNIA,Whitmore Union Elementary School District,642420,642420,159,3,25,2,1,26,1304,10,141,14,3,46
CALIFORNIA,Atwater Elementary School District,603420,603420,969,113,3511,231,35,105,564,6,60,1,1,8
CALIFORNIA,Ballico-Cressey Elementary School District,603750,603750,104,5,211,11,3,39,1262,1,35,13,1,58
CALIFORNIA,El Nido Elementary School District,612150,612150,22,0,138,2,2,0,240,2,138,0,0,7
CALIFORNIA,Le Grand Union Elementary School District,621240,621240,32,3,360,2,0,4,3494,161,632,490,31,244
CALIFORNIA,Livingston Union School District,622170,622170,84,10,2151,256,14,7,807,1,18,2,5,7
CALIFORNIA,McSwain Union Elementary School District,624360,624360,403,4,360,55,3,34,7557,5047,5280,255,71,899
CALIFORNIA,Merced City Elementary School District,624600,624600,1611,563,7232,1123,31,342,1312,15,61,18,499,64
CALIFORNIA,Merced River Union Elementary School District,624630,624630,51,1,112,0,2,9,207,2,3,2,22,10
CALIFORNIA,Plainsburg Union Elementary School District,630810,630810,71,0,52,1,0,0,653,7,37,5,6,11
CALIFORNIA,Planada Elementary School District,630840,630840,15,5,782,3,2,0,371,3,20,0,7,9
CALIFORNIA,Snelling-Merced Falls Union Elementary School District,636960,636960,38,1,34,0,1,2,2427,36,195,21,22,53
CALIFORNIA,Weaver Union Elementary School District,641880,641880,296,132,1928,437,13,60,799,4,17,6,1,1
CALIFORNIA,Winton School District,642960,642960,144,15,1692,76,10,5,275,3,1,1,0,6
CALIFORNIA,Bogus Elementary School District,605490,605490,14,0,0,0,0,6,291,3,5,0,2,5
CALIFORNIA,Butteville Union Elementary School District,606690,606690,1,0,30,0,0,180,1040,9,21,11,1,22
CALIFORNIA,Delphic Elementary School District,610980,610980,32,0,10,0,3,12,5885,175,453,86,30,195
CALIFORNIA,Dunsmuir Elementary School District,611670,611670,54,0,20,0,3,13,964,8,36,1,2,2
CALIFORNIA,Forks of Salmon Elementary School District,614040,614040,8,0,1,0,0,1,5491,492,832,230,27,247
CALIFORNIA,Gazelle Union Elementary School District,614970,614970,16,3,6,0,4,1,130,5,7,1,2,8
CALIFORNIA,Grenada Elementary School District,616110,616110,164,2,15,0,5,15,614,7,27,0,4,13
CALIFORNIA,Happy Camp Union Elementary School District,616530,616530,36,0,9,0,49,17,1306,22,86,22,25,25
CALIFORNIA,Hornbrook Elementary School District,617620,617620,35,0,4,0,2,17,1005,7,116,11,30,68
CALIFORNIA,Junction Elementary School District,619230,619230,3,0,4,0,16,1,1452,39,104,62,14,71
CALIFORNIA,Klamath River Union Elementary School District,619920,619920,10,2,2,0,3,6,942,2,57,7,1,13
CALIFORNIA,Little Shasta Elementary School District,621960,621960,6,0,1,0,2,2,525,2,29,6,260,66
CALIFORNIA,McCloud Union Elementary School District,624210,624210,43,0,11,0,3,9,1033,18,260,6,7,43
CALIFORNIA,Montague Elementary School District,625380,625380,75,1,27,5,10,57,958,14,48,0,23,9
CALIFORNIA,Mount Shasta Union Elementary School District,626040,626040,462,16,62,18,9,13,2099,41,61,17,53,26
CALIFORNIA,Bonny Doon Union Elementary School District,605640,605640,152,0,5,3,2,1,379,4,9,1,3,4
CALIFORNIA,Happy Valley Elementary School District,616560,616560,87,1,6,8,2,21,58,4,15,2,287,4
CALIFORNIA,Live Oak Elementary School District,621990,621990,665,53,1116,103,26,106,135,3,9,1,5,7
CALIFORNIA,Mountain Elementary School District,626070,626070,101,0,9,1,0,7,1437,8,32,10,437,115
CALIFORNIA,Pacific Elementary School District,629340,629340,62,0,35,1,0,8,470,0,11,3,0,17
CALIFORNIA,Santa Cruz City Elementary School District,635590,635590,1110,36,844,118,5,93,309,2,5,7,0,11
CALIFORNIA,Soquel Elementary School District,637290,637290,1151,12,631,50,9,128,503,2,22,4,4,19
CALIFORNIA,West Park Elementary School District,642060,642060,58,12,518,36,6,8,580,6,22,7,4,25
CALIFORNIA,Westside Elementary School District,642210,642210,354,57,677,30,9,54,2497,59,135,28,101,99
CALIFORNIA,Seiad Elementary School District,636240,636240,5,0,6,1,4,3,1192,17,310,17,94,66
CALIFORNIA,Weed Union Elementary School District,641980,641980,136,18,66,14,5,30,210,0,9,0,0,11
CALIFORNIA,Willow Creek Elementary School District,642600,642600,25,0,2,0,3,9,1101,16,17,5,1,30
CALIFORNIA,Yreka Union Elementary School District,643380,643380,574,7,150,25,149,54,411,7,25,1,0,11
CALIFORNIA,Ballard Elementary School District,603720,603720,105,1,18,3,0,2,487,7,12,2,0,9
CALIFORNIA,Blochman Union Elementary School District,605280,605280,814,15,326,23,8,91,208,0,2,2,5,8
CALIFORNIA,Santa Maria-Bonita Elementary School District,605580,605580,519,71,15869,327,30,52,503,7,48,3,3,11
CALIFORNIA,Buellton Union Elementary School District,606330,606330,294,4,268,8,4,36,667,1,3,7,0,10
CALIFORNIA,Cold Spring Elementary School District,609270,609270,140,2,14,8,0,5,731,4,67,3,1,11
CALIFORNIA,College Elementary School District,609330,609330,190,0,163,3,15,22,541,1,21,4,2,3
CALIFORNIA,Goleta Union Elementary School District,615510,615510,1273,29,1791,265,4,209,552,2,13,3,10,7
CALIFORNIA,Guadalupe Union Elementary School District,616260,616260,23,6,1238,7,3,3,4771,62,128,86,28,136
CALIFORNIA,Hope Elementary School District,617490,617490,562,17,343,42,1,45,1066,15,39,66,2,9
CALIFORNIA,Los Olivos Elementary School District,622920,622920,104,0,33,1,0,8,371,6,10,3,1,2
CALIFORNIA,Montecito Union Elementary School District,625500,625500,356,4,26,4,1,22,888,19,39,4,9,5
CALIFORNIA,Orcutt Union Elementary School District,628710,628710,2240,42,2457,158,37,340,302,1,16,1,1,0
CALIFORNIA,Solvang Elementary School District,637110,637110,245,6,313,7,4,16,5682,142,435,196,25,159
CALIFORNIA,Vista del Mar Union Elementary School District,641220,641220,24,0,36,3,4,31,7824,447,490,706,42,405
CALIFORNIA,Solana Beach Elementary School District,636990,636990,1598,10,423,760,3,218,1107,17,71,11,2,19
CALIFORNIA,South Bay Union School District,637380,637380,503,207,6137,325,12,193,1464,13,44,11,3,37
CALIFORNIA,Spencer Valley Elementary School District,637680,637680,1004,193,709,129,19,222,214,0,3,1,18,2
CALIFORNIA,Vallecitos Elementary School District,640710,640710,67,2,260,5,4,3,4918,61,183,115,11,209
CALIFORNIA,Lennox Elementary School District,621420,621420,30,296,6376,57,4,454,304,1,101,0,2,1
CALIFORNIA,Castaic Union School District,607740,607740,988,52,942,171,2,79,786,4,29,0,2,13
CALIFORNIA,Lancaster Elementary School District,620880,620880,1943,4447,7855,363,56,549,424,747,125,199,7,112
CALIFORNIA,Brawley Elementary School District,605790,605790,143,34,3794,17,1,3,1557,176,527,47,18,121
CALIFORNIA,El Centro Elementary School District,612030,612030,182,74,5696,29,3,65,3357,134,376,492,18,182
CALIFORNIA,Heber Elementary School District,616830,616830,9,0,1234,0,0,2,2014,76,330,136,18,90
CALIFORNIA,Magnolia Union Elementary School District,623460,623460,72,0,58,5,0,1,1192,9,15,7,7,24
CALIFORNIA,McCabe Union Elementary School District,624180,624180,159,4,1174,48,0,4,340,3,8,0,19,10
CALIFORNIA,Meadows Union Elementary School District,624390,624390,65,5,413,2,1,2,1240,15,23,6,18,49
CALIFORNIA,Mulberry Elementary School District,626430,626430,36,2,45,3,0,4,452,10,19,4,79,12
CALIFORNIA,Seeley Union Elementary School District,636210,636210,21,3,299,3,2,7,1869,62,338,111,10,112
CALIFORNIA,Westmorland Union Elementary School District,642180,642180,17,0,363,0,0,0,4773,262,894,486,34,149
CALIFORNIA,Armona Union Elementary School District,603180,603180,348,54,1051,24,27,38,693,78,265,27,20,44
CALIFORNIA,Central Union Elementary School District,607980,607980,598,128,663,95,131,162,1403,284,173,260,5,36
CALIFORNIA,Hanford Elementary School District,616470,616470,949,272,4428,111,25,169,657,12,26,12,4,6
CALIFORNIA,Island Union Elementary School District,618510,618510,215,2,151,0,0,19,1031,10,135,5,3,15
CALIFORNIA,Kings River-Hardwick Union Elementary School District,619770,619770,478,2,316,6,1,24,1143,9,57,10,5,29
CALIFORNIA,Kit Carson Union Elementary School District,619890,619890,220,19,571,6,5,16,986,2,54,11,0,25
CALIFORNIA,Lakeside Union Elementary School District,620760,620760,14,17,278,13,0,12,318,2,10,2,0,12
CALIFORNIA,Lemoore Union Elementary School District,621360,621360,656,144,2130,156,24,139,928,10,77,4,2,29
CALIFORNIA,Victor Elementary School District,641040,641040,1887,2457,7586,393,138,290,2303,187,607,46,26,61
CALIFORNIA,Adelanto Elementary School District,601710,601710,1014,2156,6338,227,35,518,2311,259,159,180,4,122
CALIFORNIA,Oro Grande Elementary School District,628950,628950,985,446,2138,55,43,155,2014,158,884,278,22,170
CALIFORNIA,Cucamonga Elementary School District,616300,616300,210,352,1750,171,11,22,200,0,4,0,0,5
CALIFORNIA,Mountain View Elementary School District,626220,626220,295,191,1866,124,2,80,1194,9,99,17,11,26
CALIFORNIA,Central Elementary School District,607950,607950,1260,467,2348,350,4,110,286,2,4,2,0,10
CALIFORNIA,Etiwanda Elementary School District,612960,612960,3308,1420,6237,2271,28,728,1308,64,37,42,3,60
CALIFORNIA,Ontario-Montclair School District,628470,628470,730,515,19375,607,139,299,248,3,1,2,1,1
CALIFORNIA,Alta Loma Elementary School District,602160,602160,2281,381,2676,529,31,90,373,0,11,4,3,7
CALIFORNIA,Helendale Elementary School District,616860,616860,1038,170,1228,74,13,146,279,2,17,1,79,25
CALIFORNIA,Pioneer Union Elementary School District,630510,630510,625,84,721,136,18,29,154,0,15,0,117,56
CALIFORNIA,Traver Joint Elementary School District,639600,639600,9,0,200,6,0,1,2816,34,86,79,9,64
CALIFORNIA,Alta-Dutch Flat Union Elementary School District,602250,602250,91,0,6,1,1,5,1182,5,63,4,13,57
CALIFORNIA,Colfax Elementary School District,609300,609300,251,1,29,1,1,29,333,1,13,3,78,48
CALIFORNIA,Auburn Union Elementary School District,603480,603480,1209,28,626,51,21,100,1186,77,76,8,17,71
CALIFORNIA,Loomis Union Elementary School District,622560,622560,3272,34,530,154,39,164,1125,40,47,17,3,39
CALIFORNIA,Placer Hills Union Elementary School District,630720,630720,620,5,53,7,7,29,130,1,5,1,7,2
CALIFORNIA,Cayucos Elementary School District,607840,607840,138,0,47,5,0,21,3461,24,235,70,6,150
CALIFORNIA,Alview-Dairyland Union Elementary School District,602360,602360,156,0,213,10,1,1,3298,29,113,43,81,108
CALIFORNIA,Bass Lake Joint Union Elementary School District,604080,604080,657,5,162,20,17,30,2720,94,158,104,153,155
CALIFORNIA,Chowchilla Elementary School District,608520,608520,644,41,1428,49,8,33,780,9,44,8,1,6
CALIFORNIA,Ackerman Elementary School District,601680,601680,460,4,74,9,2,37,703,2,36,2,0,7
CALIFORNIA,Dry Creek Joint Elementary School District,611490,611490,3758,291,1303,716,48,612,431,4,5,2,0,8
CALIFORNIA,Roseville City Elementary School District,633600,633600,5528,223,2402,1285,60,1056,613,3,17,45,9,9
CALIFORNIA,Eureka Union Elementary School District,613080,613080,2263,76,362,354,23,305,3625,16,203,59,11,106
CALIFORNIA,Newcastle Elementary School District,627120,627120,1488,24,258,272,6,209,3634,63,251,361,9,92
CALIFORNIA,Foresthill Union Elementary School District,613980,613980,322,6,41,7,8,14,2361,47,173,219,4,146
CALIFORNIA,Elverta Joint Elementary School District,612600,612600,124,31,87,14,6,26,736,39,204,22,7,45
CALIFORNIA,Rio Bravo-Greeley Union Elementary School District,632710,632710,544,13,425,23,20,8,2849,120,192,104,10,162
CALIFORNIA,Rosedale Union Elementary School District,633480,633480,3032,150,1847,338,43,209,3511,377,999,204,8,331
CALIFORNIA,Cuddeback Union Elementary School District,610230,610230,103,0,13,0,8,9,662,22,53,7,2,24
CALIFORNIA,Cutten Elementary School District,610380,610380,369,6,105,36,47,59,3502,196,290,94,26,284
CALIFORNIA,Fieldbrook Elementary School District,613740,613740,112,2,6,2,9,15,5140,320,602,662,25,369
CALIFORNIA,Semitropic Elementary School District,636330,636330,7,2,216,0,1,0,199,1,19,2,1,12
CALIFORNIA,South Fork Union School District,637470,637470,180,0,43,0,9,9,8559,736,2900,479,33,376
CALIFORNIA,Standard Elementary School District,637890,637890,2033,32,914,35,40,76,7,4,1,0,0,2
CALIFORNIA,Taft City School District,638700,638700,887,17,1213,22,9,68,427,0,14,0,3,21
CALIFORNIA,Vineland Elementary School District,641130,641130,8,0,711,2,0,5,838,4,26,0,66,21
CALIFORNIA,Wasco Union Elementary School District,641400,641400,125,69,3380,25,2,9,1049,10,20,10,4,15
CALIFORNIA,Freshwater Elementary School District,614520,614520,250,2,41,6,9,34,412,10,8,4,9,9
CALIFORNIA,Garfield Elementary School District,614910,614910,57,3,3,0,3,3,178,0,0,0,2,0
CALIFORNIA,Green Point Elementary School District,615990,615990,10,0,0,0,0,1,719,6,14,14,6,6
CALIFORNIA,Hydesville Elementary School District,618120,618120,160,0,16,1,0,19,1195,3,43,9,11,44
CALIFORNIA,Jacoby Creek Elementary School District,618660,618660,331,4,53,15,7,45,1220,24,85,9,6,22
CALIFORNIA,Kneeland Elementary School District,619980,619980,21,0,0,3,4,1,659,221,77,49,7,63
CALIFORNIA,Loleta Union Elementary School District,622320,622320,134,1,78,15,45,32,2017,12,73,41,7,40
CALIFORNIA,Maple Creek Elementary School District,623730,623730,5,1,1,0,1,4,1003,10,48,6,1,15
CALIFORNIA,McKinleyville Union Elementary School District,624300,624300,748,10,167,19,95,112,506,2,20,10,140,6
CALIFORNIA,Orick Elementary School District,628830,628830,13,0,0,0,0,1,1220,24,85,9,6,22
CALIFORNIA,Pacific Union Elementary School District,629430,629430,347,5,127,8,19,63,985,12,102,5,4,33
CALIFORNIA,Brentwood Union Elementary School District,605910,605910,3812,639,2719,1042,29,676,908,7,62,10,3,22
CALIFORNIA,Byron Union Elementary School District,606750,606750,1336,92,527,140,50,89,955,6,85,5,4,31
CALIFORNIA,Peninsula Union Elementary School District,630090,630090,29,2,3,0,1,1,1125,24,278,24,1,29
CALIFORNIA,Rio Dell Elementary School District,632730,632730,216,2,75,1,14,24,349,3,114,5,4,7
CALIFORNIA,Scotia Union Elementary School District,636100,636100,155,0,23,3,5,25,444,6,20,18,1,16
CALIFORNIA,South Bay Union Elementary School District,637350,637350,578,6,166,26,42,97,453,1,61,3,2,14
CALIFORNIA,Trinidad Union Elementary School District,639720,639720,143,0,18,1,15,21,310,0,14,1,0,10
CALIFORNIA,Canyon Elementary School District,607350,607350,47,2,7,4,0,12,149,0,4,0,0,4
CALIFORNIA,Knightsen Elementary School District,620040,620040,299,3,229,21,1,32,169,0,9,3,0,1
CALIFORNIA,Lafayette Elementary School District,620310,620310,2578,30,293,378,4,332,688,3,57,4,0,19
CALIFORNIA,Moraga Elementary School District,625740,625740,1145,16,158,315,3,261,88,5,8,2,0,4
CALIFORNIA,Oakley Union Elementary School District,628080,628080,1644,477,2298,358,28,210,356,1,19,1,0,3
CALIFORNIA,Orinda Union Elementary School District,628860,628860,1712,36,128,474,13,179,9,0,23,0,400,67
CALIFORNIA,Walnut Creek Elementary School District,641250,641250,2089,86,492,630,4,288,230,0,25,0,0,8
CALIFORNIA,Briggs Elementary School District,606030,606030,26,0,513,0,0,3,311,61,43,45,1,25
CALIFORNIA,Hueneme Elementary School District,617850,617850,730,78,6987,353,37,194,591,102,47,64,2,41
CALIFORNIA,Howell Mountain Elementary School District,617760,617760,32,3,45,4,1,1,161,0,31,0,0,3
CALIFORNIA,Pope Valley Union Elementary School District,631380,631380,18,0,35,0,2,3,484,3,78,0,2,8
CALIFORNIA,Arena Union Elementary School District,603090,603090,113,0,154,0,28,18,519,360,68,62,5,44
CALIFORNIA,Manchester Union Elementary School District,623550,623550,16,0,31,0,0,0,1487,32,197,16,2,40
CALIFORNIA,Antelope Elementary School District,602760,602760,568,9,187,12,16,24,1005,10,69,26,4,34
CALIFORNIA,Corning Union Elementary School District,609780,609780,625,23,1384,37,37,7,1412,20,534,23,3,47
CALIFORNIA,Elkins Elementary School District,612420,612420,11,0,3,0,1,0,73,5,28,0,1,1
CALIFORNIA,Evergreen Union Elementary School District,613170,613170,911,5,179,19,36,42,98,4,10,1,1,3
CALIFORNIA,Flournoy Union Elementary School District,613860,613860,18,0,3,0,0,0,401,2,14,22,0,10
CALIFORNIA,Gerber Union Elementary School District,615090,615090,107,1,294,2,12,10,448,7,26,41,0,6
CALIFORNIA,Kirkwood Elementary School District,619860,619860,68,0,30,1,1,4,301,1,6,4,0,29
CALIFORNIA,Lassen View Union Elementary School District,621090,621090,214,2,70,0,8,4,805,4,29,9,1,12
CALIFORNIA,Mesa Union Elementary School District,624720,624720,527,23,566,78,5,77,360,0,5,6,0,2
CALIFORNIA,Mupu Elementary School District,626460,626460,103,4,139,5,2,15,488,1,21,8,33,12
CALIFORNIA,Ocean View Elementary School District,628170,628170,152,27,2331,104,3,24,73,0,12,2,0,3
CALIFORNIA,Oxnard Elementary School District,629220,629220,577,195,15564,372,18,96,228,3,30,8,0,12
CALIFORNIA,Pleasant Valley Elementary School District,630990,630990,3127,203,2732,763,27,432,625,9,18,6,3,4
CALIFORNIA,Rio Elementary School District,632760,632760,352,47,4418,245,13,67,374,5,37,4,1,8
CALIFORNIA,Santa Clara Elementary School District,635490,635490,26,0,24,1,0,5,162,2,5,0,1,3
CALIFORNIA,Somis Union Elementary School District,637140,637140,81,0,164,3,0,11,166,1,1,2,0,7
CALIFORNIA,Camptonville Elementary School District,607260,607260,335,4,91,7,10,72,369,2,13,4,0,7
CALIFORNIA,Plumas Lake Elementary School District,631180,631180,668,41,321,86,15,141,826,21,93,11,2,16
CALIFORNIA,Wheatland Elementary School District,642330,642330,781,63,299,57,17,117,214,1,56,3,0,4
CALIFORNIA,Red Bluff Union Elementary School District,631980,631980,1137,23,734,23,63,80,424,5,29,3,1,16
CALIFORNIA,Reeds Creek Elementary School District,632250,632250,121,1,16,0,7,6,296,3,51,2,0,14
CALIFORNIA,Richfield Elementary School District,632400,632400,117,1,109,5,2,8,729,12,51,10,4,11
CALIFORNIA,Twin Ridges Elementary School District,600012,600012,62,0,13,0,0,20,303,7,154,8,6,14
CALIFORNIA,Chicago Park Elementary School District,608340,608340,140,0,23,4,3,12,1386,13,74,19,2,41
CALIFORNIA,Clear Creek Elementary School District,608880,608880,124,0,14,0,1,6,152,1,8,3,0,5
CALIFORNIA,Grass Valley Elementary School District,615780,615780,1293,24,303,39,59,18,472,2,20,2,1,18
CALIFORNIA,Nevada City Elementary School District,626820,626820,701,9,72,10,9,67,421,6,14,10,54,23
CALIFORNIA,Pleasant Ridge Union Elementary School District,630930,630930,983,2,111,12,6,64,425,2,31,2,0,12
CALIFORNIA,Union Hill Elementary School District,640380,640380,556,1,50,9,5,48,678,4,14,3,0,14
CALIFORNIA,Lucerne Elementary School District,623040,623040,151,5,73,2,10,23,627,3,20,4,1,11
CALIFORNIA,Belleview Elementary School District,604500,604500,100,5,32,4,2,4,353,0,30,0,0,6
CALIFORNIA,Columbia Union Elementary School District,609480,609480,404,10,51,13,9,44,487,6,95,4,9,5
CALIFORNIA,Curtis Creek Elementary School District,610320,610320,349,3,73,2,6,25,565,1,9,2,8,11
CALIFORNIA,Jamestown Elementary School District,618690,618690,260,7,126,9,11,28,1860,34,99,98,7,63
CALIFORNIA,Sonora Elementary School District,637230,637230,531,3,116,36,6,36,2586,100,210,115,95,233
CALIFORNIA,Soulsbyville Elementary School District,637320,637320,371,2,82,1,5,33,5502,133,178,149,53,158
CALIFORNIA,Summerville Elementary School District,638250,638250,253,3,71,0,33,42,408,7,33,3,1,17
CALIFORNIA,Twain Harte School District,640200,640200,203,0,37,5,3,6,3044,123,190,130,6,155
CALIFORNIA,Arcohe Union Elementary School District,603060,603060,198,12,204,9,5,23,1068,7,27,0,6,18
CALIFORNIA,Robla Elementary School District,633240,633240,325,342,1037,483,26,71,461,6,50,1,2,13
